Party_Name,Total_Tons,Record_Count,Avg_Tons,Min_Tons,Max_Tons,Cumulative_Tons,Cumulative_Pct,Tons_Pct,Similar_Names,Similar_Count
"COMPASS MINERALS AMERICA
9900 W 109TH STREET, OVERLAND PARK KS US",1955387.1,104,18801.79903846154,4690.0,116078.76,117469797.42999999,25.1,0.42,"COMPASS MINERALS AMERICA
9900 W. 109TH STREET, OVERLAND PARK KS US",1
"BLUE WATER INDUSTRIES, LLC
200 WEST FORSYTH STREET, SUITE 1200, JACKSONVILLE, FLORIDA 32202, USA, TEL. +1-904-545-0594 ATT: MR. TED",1809276.0,34,53214.0,49650.0,54550.0,119279073.42999999,25.5,0.39,"BLUE WATER AGGREGATES
501 BUSHA HWY, MARYSVILLE, MI 4804, USA",1
"GRUPO MEDINA
AV.IGNACIO, ALLENDE NO 2156, COL., CENTRO, VERACRUZ, CP 91700, MARIA FERNANDA MURO / 2292810251",1760616.0,4,440154.0,440000.0,440308.0,121039689.42999999,25.8,0.38,,0
"VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249",1733694.1099999999,48,36118.627291666664,4502.15,83476.67,122773383.53999999,26.2,0.37,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY CO
ONE VALERO WAY, SAN ANTONIO,TX 78249",122
"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY, SUITE 640, LONG BEACH, CA 90806",1708069.25,37,46164.03378378379,5333.29,101417.0,124481452.78999999,26.6,0.36,"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY SUITE 640, LONG BEACH CA 90806; PBF HOLDING COMPANY LLC
1 SYLVAN WAY, 2ND FLOOR, PARSIPPANYNJ 07054, TE856+224+6090; PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY SUITE 640, LONG BEACH CA 90806 UNITED STATES; PBF HOLDING CO
DELAWARE CITY REFINING COMPANY, 4550 WRANGLE RD, DELAWARE CITY DE19706 US; PBF HOLDING COMPANY LLC
1 SYLVAN WAY 2ND FL, PARSIPPANY, NJ 07054",59
"VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249",1707475.0,59,28940.254237288136,2783.0,139790.0,126188927.78999999,26.9,0.36,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY CO
ONE VALERO WAY, SAN ANTONIO,TX 78249",122
"BIEHL & CO
1400 PIER SIDE, BUILDING 190, SUITE B, CHARLESTON SC29405 US",1631345.72,46,35464.037391304344,17311.23,45970.19,127820273.50999999,27.3,0.35,"BIEHL & CO.
1400 PIER SIDE, BUILDING 190, STE B, HALI BARBER, CHARLESTONSC 29405, TE843-577-5753; BIEHL & CO.,
1400 PIER SIDE, BUILDING 190, SUITE B, CHARLESTON SC29405 US; BIEHL & CO
1400 PIERSIDE STREET, BUILDING 190, SUITE B, NORTH CHARLESTON SC29405 US; BIEHL & CO.
1400 PIER SIDE, BUILDING 190, SUITE, HALI BARBER, CHARLESTONSC 29405, TE843-577-5753; BIEHL & CO.
1400 PIER SIDE, BLDG 190 STE B, NORTH CHARLESTON, SC 29405, 843-577-5753",7
"VALERO MARKETING AND SUPPLY CO
ONE VALERO WAY, SAN ANTONIO,TX 78249",1514171.1,34,44534.444117647065,4853.0,132171.0,129334444.60999998,27.6,0.32,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249",122
"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIAFL 33547, US",1485989.4,23,64608.23478260869,51439.0,80143.68,130820434.00999999,27.9,0.32,"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE, LITHIA, FLORIDA 33547; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIA FL33547 US; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DRIVE, LITHIA FL33547 US; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIA, FLORIDA 33547; MOSAIC FERTILIZER LLC
13830 CIRCA DROSSING DR, LITHIA. FL 33547, 813 500 6300",16
"VALERO MARKETING AND SUPPLY COMPANY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249",1425916.5,33,43209.59090909091,4084.0,102094.0,132246350.50999999,28.2,0.3,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249",122
"MARATHON CARSON REFINERY
1801  E. SEPULVEDA BLVD, CARSON, CA. 90745",1415393.0,9,157265.88888888888,69851.0,278014.02,133661743.50999999,28.5,0.3,"MARATHON CARSON REFINERY
1801 E SEPULVEDA BLVD CARSON CA, 90745; MARATHON PETROLUEM  COMPANY LP
1801 E SEPULVEDA B LVD, CARSON, CA 90745, CARSON REFINERY; MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON, CA 90745-6121; MARATHON CARSON REFINERY
1801 E. SEPULVEDA BLVD, CARSON CA90745 US; MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON CA90745 US",22
"COPPERSMITH GLOBAL LOGISTICS
15920 INTERNATIONAL PLAZA DR, SUITE 1725, HOUSTON TX77032 USPATRICIA WILLIAMS TE281-442-4800",1406361.3,10,140636.13,63716.6,264696.99,135068104.81,28.8,0.3,"COPPERSMITH GLOBAL LOGISTICS
15920 INTERNATIONAL PLAZA DR, HOUSTON  TX 77032  P  281 442 4800, X113  CONTACT  PATRICIA WILLIAMS; COPPERSMITH GLOBAL LOGISTICS
15920 INTERNATIONAL PLAZA DR, HOUSTON TX77032 USPATRICIA WILLIAMS TE281-442-4800; COPPERSMITH GLOBAL LOGISTICS
15920 INTERNATIONAL PLAZA DR, HOUSTON, TX 77032 P: 281-442-4800, X113 CONTACT: PATRICIA WILLIAMS; 1) COPPERSMITH GLOBAL LOGISTICS
HOUSTON, TX 77032 USA, 2) CSN, LLC, CHICAGO, IL 60606; COPPERSMITH GLOBAL LOGISTICS
15920 INTERNATIONAL PLAZA DR, HOUSTON, TX 77032 PH 281-442-4800, X113 2ND NOTIFY PARTY CSN, LLC 311, TES WACKER DRIVE, SUITE 1725 CHICAGO",8
"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY SUITE 640, LONG BEACH CA 90806",1400460.27,20,70023.0135,6031.79,470424.0,136468565.08,29.1,0.3,"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY, SUITE 640, LONG BEACH, CA 90806; PBF HOLDING COMPANY LLC
1 SYLVAN WAY, 2ND FLOOR, PARSIPPANYNJ 07054, TE856+224+6090; PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY SUITE 640, LONG BEACH CA 90806 UNITED STATES; PBF HOLDING CO
DELAWARE CITY REFINING COMPANY, 4550 WRANGLE RD, DELAWARE CITY DE19706 US; PBF HOLDING COMPANY LLC
1 SYLVAN WAY 2ND FL, PARSIPPANY, NJ 07054",59
"B.R.ANDERSON &AMP; CO
1011 SW KLICKITAT WAY, STE 203, SEATTLE, WA, US, 98134, TE206-623-1346",1400010.78,192,7291.7228125,2673.0,84000.0,137868575.86,29.4,0.3,,0
"PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PKWY SUITE 800, HOUSTON, TX 77079, ATTN CHARLES CUTTER",1382385.0,17,81316.76470588235,73817.0,86588.0,139250960.86,29.7,0.3,"PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PKWY, SUITE 800, HOUSTON, TX, US, 77079, TE713-567-018; PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PKWY SUITE 800, HOUSTON, TX 77079; PMI NORTEAMERICA S A DE C V
777 NORTH ELDRIDGE PARKWAY SUITE, 800 HOUSTON TX 77079; PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PARKWAY, SUITE 800, HOUSTON TX 77079 US; PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PARKWAY, SUITE 800, RFC PNO 930113IFA, HOUSTON TX 77079 US",17
"CITGO PETROLEUM CORPORATION
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077",1361412.89,19,71653.31,43483.16,82814.94,140612373.75,30.0,0.29,"CITGO PETROLEUM CORP.
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077; CITGO PETROLEUM CORPORATION
1293 ELDRIDGE PKWY, HOUSTON, TX 77077; CITGO PETROLEUM CORP
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077; CITGO PETROLEUM CORP.
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077, 346 822 9358; CITGO PETROLEUM CORP
1293 ELDRIDGE PKWY, HOUSTON, TX 77077, DAVID VAGLIENTY / 346-822-9358",47
"DELAWARE CITY REFINING CO. LLC
4550 WRANGLE RD, DELAWARE CITYDE 19706, US",1354223.71,41,33029.846585365856,9096.97,59916.0,141966597.46,30.3,0.29,"DELAWARE CITY REFINING COMPANY
4550 WRANGLE RD, DELAWARE CITY, DELAWARE CITY DE 19706 US; DELAWARE CITY REFINING COMPANY
4550 WRANGLE RD, DELAWARE CITY, DE 19706; PBF HOLDING CO
DELAWARE CITY REFINING COMPANY, 4550 WRANGLE RD, DELAWARE CITY DE19706 US; DELAWARE CITY REFINING COMPANY
4550 WRANGLE RD, DELAWARE CITY DE19706 US; DELAWARE CITY REFINING COMPANY
4550 WRANGLE HILL RD, DELAWARE CITY DE19706 US",38
"VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TX 78249",1302611.82,33,39473.08545454546,11052.0,83625.32,143269209.28,30.6,0.28,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249",122
"NEW FORTRESS ENERGY
954 PONCE DE LEON SUITE 406 SAN, JUAN PR 00907 PUERTO RICO",1235736.99,139,8890.19417266187,3721.16,12847.01,144504946.27,30.8,0.26,"NEW FORTRESS ENERGY
954 PONCE DE LEON SUITE 406  SAN, JUAN PR 00907 PUERTO RICO; NEW FORTRESS ENERGY
954 PONCE DE LEON AVE SUITE 406, SAN JUAN PR 00907 PUERTO RICO; NEW FORTRESS ENERGY
954 PONCE DE LEON AVE SUITE 406 SAN, JUAN PR 00907 PUERTO RICO; NEW FORTRESS ENERGY
954 PONCE DE LEON SUITE 406 SAN, JUAN  PR 00907 PUERTO RICO; NEW FORTRESS ENERGY
954 DE LEON SUITE 406  SAN JUAN PR, 00907 PUERTO RICO",10
"MARATHON CARSON REFINERY
1801 E SEPULVEDA BLVD CARSON CA, 90745",1228840.9300000002,10,122884.09300000002,54446.22,206654.45,145733787.20000002,31.1,0.26,"MARATHON CARSON REFINERY
1801  E. SEPULVEDA BLVD, CARSON, CA. 90745; MARATHON PETROLUEM  COMPANY LP
1801 E SEPULVEDA B LVD, CARSON, CA 90745, CARSON REFINERY; MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON, CA 90745-6121; MARATHON CARSON REFINERY
1801 E. SEPULVEDA BLVD, CARSON CA90745 US; MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON CA90745 US",22
"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE, LITHIA, FLORIDA 33547",1210870.0,24,50452.916666666664,47750.0,51940.0,146944657.20000002,31.4,0.26,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIAFL 33547, US; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIA FL33547 US; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DRIVE, LITHIA FL33547 US; MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIA, FLORIDA 33547; MOSAIC FERTILIZER LLC
13830 CIRCA DROSSING DR, LITHIA. FL 33547, 813 500 6300",16
"EXXONMOBIL SALES AND SUPPLY LLC
CUSTOMS TRADE AND COMPLIANCE GROUP, 22777 SPRINGWOODS VILLAGE PARKWAY, SPRING TX 77389",1153938.3,20,57696.915,9602.05,355160.5,148098595.50000003,31.6,0.25,"EXXON SALES &AMP; SUPPLY LLC
EXXONMOBIL OIL CORP, 22777 SPRINGWOODS VILLAGE PKWY, SPRING, TX 77389; EXXONMOBIL SALES AND SUPPL LLC
22777 SPRINGWOODS VILLAGE PWY, SPRING, TX 77389; EXXONMOBIL SALES AND SUPPLY, LLC
CUSTOMS TRADE AND COMPLIANCE GROUP, 22777 SRINGWOODS VILLAGE PARKWAY, SPRING TX77389 US; EXXONMOBIL SALES & SUPPLY LLC
22777 SPRINGWOODS VILLAGE PARKWAY, SPRING, TX 77389; EXXONMOBIL SALES & SUPPLY LLC
CUSTOMS TRADE & COMPLIANCE GROUP, 22777 SPRINGWOODS VILLAGE PWKY, SPRINGTX 77389, TEUS",58
"PAULSBORO REFINING COMPANY
800 BILLINGSPORT ROAD, PAULSBORONJ 08066, US, TE856-224-6090",1148837.65,26,44186.063461538455,2689.37,75251.91,149247433.15000004,31.9,0.25,"PAULSBORO REFINING COMPANY
800 BILLINGSPORT RD, PAULSBORO, NJ 08066; PAULSBORO REFINING COMPANY
800 BILLINGSPORT RD, PAULSBORO, NJ, 08066; PAULSBORO REFINING COMPANY
800 BILLINGS ROAD, PAULSBORO, NJ 08066; PAULSBORO REFINING COMPANY
800 BILLINGSPORT RD, PAULSBORONJ 08066, US; PAULSBORO REFINING CO
800 BILLINGSPORT RD, PAULSBORO NJ08066 USOPS TE856-224-6090",18
"CITGO PETROLEUM CORP.
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077",1144298.0,27,42381.40740740741,2789.0,83219.0,150391731.15000004,32.1,0.24,"CITGO PETROLEUM CORPORATION
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077; CITGO PETROLEUM CORPORATION
1293 ELDRIDGE PKWY, HOUSTON, TX 77077; CITGO PETROLEUM CORP
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077; CITGO PETROLEUM CORP.
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077, 346 822 9358; CITGO PETROLEUM CORP
1293 ELDRIDGE PKWY, HOUSTON, TX 77077, DAVID VAGLIENTY / 346-822-9358",47
