Code,Description
05,"8541900000 DIODE, TRANSISTOR & SIMILAR SEMICONDUCTOR DEVICE PARTS"
05,"8542310000 ELECTRONIC INTEGRATED CIRCUITS, PROCESSORS & CONTROLLERS, WH/NOT COMBINED W/MEMORIES, CONVERTERS, LOGIC CIRCUITS, AMPLIFIERS, CLOCK ETC"
05,"8542320015 ELECTRIC INTEGRATED CIRCUITS MEMORY, DYNAMIC READ-WRITE RANDOM ACCESS NOT OVER 1 GIGABIT"
05,"8542320023 ELECTRONIC INTEGRATED CIRCUITS, MEMORY, DYNAMIC READ-WRITE RANDOM ACCESS (DRAM) OVER 1 GIGABIT"
05,"8542320040 ELECTRIC INTEGRATED CIRCUITS, MEMORY, STATIC READ-WRITE RANDOM ACCESS (SRAM)"
05,"8542320050 ELECTRONIC INTEGRATED CIRCUITS, ELECTRICALLY ERASABLE PROGRAMMABLE READ-ONLY MEMORY (EEPROM)"
05,"8542320060 ELECTRIC INTEGRATED CIRCUITS,ERASABLE (EXCEPT ELECTRICALLY) PROGRAMMABLE READ-ONLY MEMORY (EPROM)"
05,"8542320070 ELECTRONIC INTEGRATED CIRCUITS, MEMORY, NESOI"
05,"8542330000 ELECTRONIC INTEGRATED CIRCUITS, AMPLIFIERS"
05,"8542390000 ELECTRONIC INTEGRATED CIRCUITS, NESOI"
05,8542900000 ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLY PARTS
05,"8543100000 PARTICLE ACCELERATORS, NESOI"
05,8543200000 SIGNAL GENERATORS
05,"8701220015 ROAD TRACTORS FOR SEMI-TRAILERS, COMPRESSION IGNITION ENGINE AND ELECTRIC MOTOR, NEW, G.V.W. NOT EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701220045 ROAD TRACTORS FOR SEMI-TRAILERS, COMPRESSION IGNITION ENGINE AND ELECTRIC MOTOR, NEW, G.V.W. EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701220080 ROAD TRACTORS FOR SEMI-TRAILERS, COMPRESSION IGNITION ENGINE AND ELECTRIC MOTOR, USED"
05,"8701230015 ROAD TRACTORS FOR SEMI-TRAILERS, SPARK IGNITION ENGINE AND ELECTRIC MOTOR, NEW, G.V.W. NOT EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701230045 ROAD TRACTORS FOR SEMI-TRAILERS, SPARK IGNITION ENGINE AND ELECTRIC MOTOR, NEW, G.V.W. EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701230080 ROAD TRACTORS FOR SEMI-TRAILERS, SPARK IGNITION ENGINE AND ELECTRIC MOTOR, USED"
05,"8701240015 ROAD TRACTORS FOR SEMI-TRAILERS, NEW, ELECTRIC MOTOR, G.V.W. NOT EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701240045 ROAD TRACTORS FOR SEMI-TRAILERS, NEW, ELECTRIC MOTOR, G.V.W. EXCEEDING 36,287 KG (80,000 POUNDS)"
05,"8701240080 ROAD TRACTORS FOR SEMI-TRAILERS, ELECTRIC MOTOR, USED"
05,"8703600005 PASSENGER MOTOR VEHICLES, OF A CYLINDER CAPACITY NOT EXCEEDING 1000 CC, WITH SPARK-IGNITION INTERNAL COMB RECIP PISTON ENG/ELECTRIC,CHRG BY PLUG NESOI"
05,"8703600010 PASS MOTOR VEHICLES WITH SPARK IGNITION INTERNAL COMBUSTION RECIPROCATING PISTON ENGINE AND ELECTRIC MOTOR WITH PLUG, EXCEEDING 1000 CC BUT NOT 1500CC"
05,"8703600015 MOTOR HOMES WITH SPARK-IGNITION INTERNAL COMBUSTION RECIPROCATING PISTON ENGINE AND ELETRIC MOTOR (W.PLUG), EXCEEDING 1500 CC BUT NOT 3000 CC"
05,"8703600020 PASSENGER MOTOR VEHICLES, NESOI, WITH SPARK IGN INT COMB PIST ENG/ELECTRIC CAP OF CHRGE BY PLUG WITH CYL CAP OV 1500 N/O 3000 CC, 4 CYL & UNDR"
05,"8703600030 PASSENGER MOTOR VEHICES WITH SPARK IGN INT COMB PIST ENG/ELECTRIC, CAPABLE OF CHARGE WITH PLUG, WITH CYL CAP OV 1500 N/O 3000 CC, >4 CYL<6 CYL,"
05,"8703600040 PASSENGER MOTOR VEHICLES WITH SPARK IGN INT COMB PIST ENG/ELECTRIC NOT CAPABLE OF CHARGE WITH PLUG WITH CYL CAP GT 1500 N/0 3000 CC, GT 6 CYL,NEW"
05,"8703600045 USED VHCLS, WITH SPARK-IGNITION INT COMBT RECIPROCATING PISTON ENGINE AND ELECTRIC MOTORS (W/ PLUG), EXCEEDING 1500 CC BUT NOT 3000 CC, NESOI"
05,"8703600050 AMBULANCES, HEARSES AND PRISON VANS WITH SPARK INGNITION INTERNAL COMBUSTION PISTON ENGINE AND ELECTRIC MOTOR (WITH PLUG), EXCEEDING 3,000 CC"
05,"8703600055 MOTOR HOMES WITH SPARK IGNITION INTERNAL COMBUSTION PISTON ENGINE AND ELECTRIC MOTOR (WITH PLUG), EXCEEDING 3,000 CC"
05,"8703600060 PASSENGER MOTOR VEHICLES WITH SPARK IGN INT COMB PIST ENG/ELECTRIC, CAPABLE OF CHARGE WITH PLUG, WITH CYL CAPACITY OV 3000 CC, 4 CYLINDERS AND UNDE"
05,"8703600070 PASSENGER MOTOR VEHICLES WITH SPARK IGN INT COMB PISTON ENGINE/ELECTRIC, CAPABLE OF CHRGE W PLUG WITH CYL CAPACITY >3000 CC,>4<6 CYL,NEW"
05,"8703600080 PASSENGER MOTOR VEHICLES WITH SPARK IGNITION INTERNAL COMBUSTION PISTON ENGINE/ELECTRIC, CAPABLE OF CHARGE W PLUG WITH CYL CAP>3000 CC,>6 CYL,NEW"
05,"8703600090 PASSENGER MOTOR VEHICLES WITH SPARK IGNITION INTERNAL COMBUSTION PISTON ENGINE AND ELECTRIC MOTOR (WITH PLUG), OVER 3000 CC, USED"
05,"8703700010 PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR (WITH PLUG), NOT EXCEEDING 1,500 CC"
05,"8703700030 PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR (WITH PLUG), GT 1500 CC LT=25OO"
05,"8703700050 PASS MOTOR VEHICLES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR (WITH PLUG), OV 1500 CC BUT NOT 2500C,USED"
05,"8703700060 AMBULANCES, HEARSES AND PRISON VANS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR OF A CYLINDER CAPACITY EXC"
05,8703700065 MOTOR HOMES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR OF A CYLINDER CAPACITY OVER 2500 CC
05,"8703700070 PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTORS OF A CYLINDER CAPACITY EXCEEDING 2,5"
05,"8703700090 PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL) AND ELECTRIC MOTOR OF A CYLINDER CAPACITY EXCEEDING 2,50"
05,"8703800000 PASSENGER MOTOR VEHICLES WITH ONLY ELECTRIC MOTORS, NESOI"
05,"8704410000 TRUCKS GVW NOT OVER 5 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704420020 TRUCKS GVW 5-9 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704420040 TRUCKS GVW 9-12 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704420060 TRUCKS GVW 12-15 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704420080 TRUCKS GVW 15-20 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704430000 TRUCKS GVW OVER 20 METRIC TONS, W BOTH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULSION"
05,"8704510020 TRUCKS GVW NOT OVER 2.5 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704510040 TRUCKS GVW 2.5-5 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704520010 TRUCKS GVW 5-9 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704520020 TRUCKS GVW 9-12 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704520030 TRUCKS GVW 12-15 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704520040 TRUCKS GVW 15-20 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULS"
05,"8704520050 TRUCKS GVW OVER 20 METRIC TONS, W BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELECTR MOTOR FOR PROPULSION"
05,"8704600000 TRUCKS/MOTOR VEHICLES FOR THE TRANSPORT OF GOODS, WITH ONLY ELECTRIC MOTOR FOR PROPULSION, NESOI"
05,9018197500 PRINTED CIRCUIT ASSEMBLIES FOR PARAMETER ACQUISITION MODULES
05,"9032896020 CONTROL INSTRUMENTS FOR AIR CONDITIONING, REFRIGERATION OR HEATING SYSTEMS"
06,8427108060 AUTOMATED GUIDED VEHICLES (AGV) FITTED WITH LIFTING OR HANDLING EQUIPMENT
06,"8428700000 INDUSTRIAL ROBOTS FOR LIFTING, HANDLING, LOADING OR UNLOADING, NESOI"
06,8456200000 MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL BY ULTRASONIC PROCESSES
06,8456300000 MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL BY ELECTRO-DISCHARGE PROCESSES
06,"8456401000 MACHINE TOOLS FOR WORKING METAL BY PLASMA ARC PROCESSES, NESOI"
06,"8456409000 MACHINE TOOLS FOR WORKING ANY MATERIAL EXCEPT METAL, BY REMOVAL OF MATERIAL BY PLASMA ARC PROCESSES, NESOI"
06,"8456500000 MACHINE TOOLS FOR WORKING ANY MATERIAL EXCEPT METAL, BY REMOVAL OF MATERIAL BY WATER-JET CUTTING, NESOI"
06,"8456903100 MACHINE TOOLS FOR WORKING METAL BY ELECTRO-CHEMICAL, ELECTRON-BEAM, IONIC-BEAM, OR PLASMA ARC PROCESSES, NESOI"
06,"8456907100 MACHINE TOOLS FOR WORKING ANY MATERIAL EXCEPT METAL, BY REMOVAL OF MATERIAL BY ELECTRON-BEAM, IONIC-BEAM OR PLASMA ARC PROCESSES, NESOI"
06,"8457100015 MACHINING CENTERS, WITH AUTOMATIC TOOL CHANGERS, VERTICAL-SPINDLE MACHINES WITH A Y-AXIS TRAVEL OF NOT OVER 660 MM, NEW"
06,"8457100025 MACHINING CENTERS, WITH AUTOMATIC TOOL CHANGERS, VERTICAL-SPINDLE MACHINES WITH A Y-AXIS TRAVEL OF OVER 660 MM, NEW"
06,"8457100036 HORIZONTAL MACHINING CENTERS, WITH AUTOMATIC TOOL CHANGERS"
06,"8457100039 MACHINING CENTERS, WITH AUTOMATIC TOOL CHANGERS, NESOI"
06,"8457200010 UNIT CONSTRUCTION MACHINES (SINGLE STATION), NUMERICALLY CONTROLLED"
06,"8457300010 MULTISTATION TRANSFER MACHINES, NUMERICALLY CONTROLLED"
06,"8458110010 HORIZONTAL LATHES, MULTIPLE SPINDLE, METAL REMOVING, NUMERICALLY CONTROLLED, NEW"
06,"8458110030 HORIZONTAL LATHES,EXCEPT MULTIPLE SPINDLE,METAL REMOVING,WITH A POWER RATING OF LESS THAN 18.65 KW, NUMERICALLY CONTROLLED, NEW"
06,"8458110050 HORIZONTAL LATHES, EXCEPT MULTIPLE SPINDLE, METAL REMOVING, WITH A POWER RATING OF 18.65 KW OR GREATER BUT NOT EXCEEDING 37.3 KW, N/C, NEW"
06,"8458110090 HORIZONTAL LATHES, EXCEPT MULTIPLE SPINDLE, METAL REMOVING, WITH A POWER RATING EXCEEDING 37.3 KW, NUMERICALLY CONTROLLED, NEW"
06,"8458911060 VERTICAL TURRET LATHES, METAL REMOVING, NUMERICALLY CONTROLLED, MULTIPLE SPINDLE, NEW"
06,"8458911080 VERTICAL TURRET LATHES, METAL REMOVING, NUMERICALLY CONTROLLED, EXCEPT MULTIPLE SPINDLE, NEW"
06,"8458915050 LATHES FOR REMOVING METAL, NUMERICALLY CONTROLLED, MULTIPLE SPINDLE, NEW, NESOI"
06,"8458915070 LATHES FOR REMOVING METAL, NUMERICALLY CONTROLLED, EXCEPT MULTIPLE SPINDLE, NEW, NESOI"
06,8459100000 WAY-TYPE UNIT HEAD MACHINES
06,"8459210080 DRILLING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, NEW"
06,"8459310010 COMBINATION BORING-MILLING MACHINES,HORIZONTAL SPINDLE,TABLE TYPE,METAL REMOVING,NUMERICALLY CONTROLLED,NEW"
06,"8459310040 COMBINATION BORING-MILLING MACHINES,HORIZONTAL SPINDLE,EXCEPT TABLE TYPE,METAL REMOVING,NUMERICALLY CONTROLLED,NEW"
06,"8459310070 COMBINATION BORING-MILLING MACHINES,EXCEPT HORIZONTAL SPINDLE,METAL REMOVING,NUMERICALLY CONTROLLED,NEW,NESOI"
06,"8459410010 OTHER BORING MACHINES, NUMERICALLY CONTROLLED METAL REMOVING, USED OR REBUILT"
06,"8459410020 OTHER BORING MACHINES, NUMERICALLY CONTROLLED, METAL REMOVING, VALUED UNDER $3,025 EACH, NEW"
06,"8459410030 BORING MACHINES,VERTICAL,METAL REMOVING,NUMERICALLY CONTROLLED,VALUED $3,025 AND OVER EACH,NEW"
06,"8459410090 BORING MACHINES,EXCEPT VERTICAL,METAL REMOVING,NUMERICALLY CONTROLLED,VALUED $3,025 AND OVER EACH,NEW"
06,"8459510080 MILLING MACHINES,KNEE TYPE, METAL REMOVING,NUMERICALLY CONTROLLED,NEW"
06,"8459610080 MILLING MACHINES, EXCEPT KNEE TYPE, METAL REMOVING, NUMERICALLY CONTROLLED, NEW"
06,"8459704000 THREADING OR TAPPING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED"
06,"8460120040 FLAT-SURFACE GRINDING MACHINES, NUMERICALLY CONTROLLED, USED OR REBUILT"
06,"8460120080 FLAT-SURFACE GRINDING MACHINES, NUMERICALLY CONTROLLED, NEW"
06,"8460220040 CENTERLESS GRINDING MACHINES, NUMBERICALLY CONTROLLED, USED OR REBUILT"
06,"8460220080 CENTERLESS GRINDING MACHINES, NUMERICALLY CONTROLLED,NEW"
06,"8460230040 OTHER CYLINDRICAL GRINDING MACHINES, NUMERICALLY CONTROLLED, USED OR REBUILT"
06,"8460230080 OTHER CYLINDRICAL GRINDING MACHINES, NUMERICALLY CONTROLLED, NEW"
06,"8460240040 GRINDING MACHINES EXCEPT FLAT SURFACE, METAL REMOVING, NUMERICALLY CONTROLLED, USED OR REBUILT, NESOI"
06,"8460240080 GRINDING MACHINES EXCEPT FLAT SURFACE, METAL REMOVING, NUMERICALLY CONTROLLED, NEW, NESOI"
06,"8460310080 SHARPENING (TOOL OR CUTTER GRINDING) MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, NEW"
06,"8460400060 HONING OR LAPPING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, VALUED OVER $2,500 EACH, NEW"
06,"8460900060 MACHINE TOOLS FOR FINISHING METAL BY REMOVING METAL USING GRINDING STONES, ABRASIVES OR POLISHING PRODUCTS, NESOI, N/C, VALUED $2,500 & OVER EACH, NEW"
06,"8461204000 SHAPING OR SLOTTING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED"
06,"8461300060 BROACHING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, VALUED   $2,500 AND OVER EACH, NEW"
06,"8461500050 SAWING OR CUTTING-OFF MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, VALUED $2,500 AND OVER, NEW"
06,"8461903040 PLANING MACHINES,METAL REMOVING,NUMERICALLY CONTROLLED,VALUED $3,025 AND OVER EACH,NEW"
06,"8461903080 MACHINE TOOLS WORKING BY REMOVING METAL,NUMERICALLY CONTROLLED,VALUED $3,025 AND OVER,NEW,NESOI"
06,"8462230010 PRESS BRAKES, METAL FORMING, NUMERICALLY CONTROLLED, USED OR REBUILT"
06,"8462230060 PRESS BRAKES, METAL FORMING, NUMERICALLY CONTROLLED, NEW, NESOI"
06,"8462240010 PANEL BENDERS, METAL FORMING, NUMERICALLY CONTROLLED, USED OR REBUILT"
06,"8462240060 PANEL BENDERS, METAL FORMING, NUMERICALLY CONTROLLED, NEW,NESOI"
06,"8462250010 ROLL FORMING MACHINES, NUMERICALLY CONTROLLED, USED OR REBUILT"
06,"8462250060 ROLL FORMING MACHINES, NUMERICALLY CONTROLLED, NEW, NESOI"
06,"8462260010 BENDING, FOLDING, STRAIGHTENING OR FLATTENING MACHINES (INCLUDING PRESSES), METAL FORMING, NUMERICALLY CONTROLLED, USED OR REBUILT, NESOI"
06,"8462260060 BENDING, FOLDING, STRAIGHTENING OR FLATTENING MACHINES (INCLUDING PRESSES), METAL FORMING, NUMERICALLY CONTROLLED, NEW, NESOI"
06,"8462321080 SITTING LINES AND CUT TO LENGTH LINES, NUMERICALLY CONTROLLED, NEW"
06,"8462330080 SHEARING MACHINES (INC PRESSES), OTHER THAN COMBINED PUNCHING & SHEARING MACHINES, METAL FORMING, NUMERICALLY CONTROLLED, NEW"
06,"8462420080 PUNCHING OR NOTCHING MACHINES (INC PRESSES), INCLUDING COMBINED PUNCHING AND SHEARING MACHINES, METAL REMOVING, NUMERICALLY CONTROLLED, NEW"
06,"8462510080 MACHINES FOR WORKING TUBE, PIPE, HOLLOW SECTION AND BAR, EXCLUDING PRESSES, NUMERICALLY CONTROLLED, NEW"
06,"8462610060 HYDRAULIC PRESSES, METAL FORMING, NUMERICALLY CONTROLLED, NEW"
06,"8462620030 MECHANICAL PRESSES, METAL FORMING, NUMERICALLY CONTROLLED, NEW"
06,"8462630030 SERVO-PRESSES, METAL FORMING, NUMERICALLY CONTROLLED, NEW"
06,"8462690030 COLD METAL WORKING PRESSES, NEW, NUMERICALLY CONTROLLED, NESOI"
06,"8462900030 MACHINE TOOLS (INCLUDING PRESSES) WORKING BY FORMING METAL, NESOI, N UMERICALLY CONTROLLED, VALUED $2,500 AND OVER, NEW"
06,"8465100025 WOODWORKING TENONERS,NUMERICALLY CONTROLLED,NEW"
06,"8479500000 INDUSTRIAL ROBOTS, NESOI"
06,"8479909640 PARTS OF INDUSTRIAL ROBOTS, NESOI"
06,"8480714000 INJECTION OR COMPRESSION TYPE MOLDS FOR RUBBER OR PLASTICS, FOR THE MANUFACTURE OF SEMICONDUCTOR DEVICES"
06,8486100000 MACHINES AND APPARATUS FOR THE MANUFACTURE OF BOULES OR WAFERS
06,8486200000 MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMICONDUCTOR DEVICES OR OF ELECTRONIC INTEGRATED CIRCUITS
06,8486400010 MACHINES AND APPARATUS FOR THE MANUFACTURE OR REPAIR OF MASKS AND RETICLES
06,8486400020 MACHINES AND APPARATUS FOR ASSEMBLING SEMICONDUCTOR DEVICES OR ELECTRONIC INTEGRATED CIRCUITS
06,"8486400030 MACH & APPS FOR LIFTING, HANDLING, LOADING/UNLOADING OF BOULES, WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS & FLAT PANEL DISPLAYS"
06,"8515210000 MACHINES AND APPARATUS FOR RESISTANCE WELDING OF METAL, FULLY OR PARTLY AUTOMATIC"
06,"8515310000 MACHINES AND APPARATUS FOR ARC (INCLUDING PLASMA ARC) WELDING OF METALS, FULLY OR PARTLY AUTOMATIC"
06,"8543702000 PHYSICAL VAPOR DEPOSITION (PVD) APPARATUS, NESOI"
06,9030201500 OSCILLOSCOPES AND OSCILLOGRAPHS
06,9030310000 MULTIMETERS WITHOUT A RECORDING DEVICE
06,"9030320000 MULTIMETERS, WITH A RECORDING DEVICE"
06,"9030330040 APPARATUS TO TEST VOLTAGE, CURRENT OR RESISTANCE WITHOUT A RECORDING DEVICE"
06,"9030330080 INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING POWER, WITHOUT A RECORDING DEVICE, NESOI"
06,"9030400000 INSTRUMENTS AND APPARATUS, SPECIALLY DESIGNED FOR TELECOMMUNICATIONS (FOR EXAMPLE, CROSS-TALK METERS, GAIN MEASURING INSTRUMENTS ETC), NESOI"
06,9030820000 INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING SEMICONDUCTOR WAFERS AND DEVICES
06,9031808060 EQUIPMENT FOR TESTING ELECTRICAL CHARACTERISTICS OF INTERNAL COMBUSTION ENGINES
06,9032100000 THERMOSTATS
06,9032810040 HYDRAULIC OR PNEUMATIC INDUSTRIAL PROCESS CONTROL INSTRUMENTS AND APPARATUS
06,9032810080 HYDRAULIC AND PNEUMATIC INSTRUMENTS AND APPARATUS EXCEPT INDUSTRIAL PROCESS CONTROL
06,9032893000 AUTOMATIC VOLTAGE AND VOLTAGE-CURRENT REGULATORS
06,9032896030 PROCESS CONTROL INSTRUMENTS AND APPARATUS FOR COMPLETE SYSTEMS
06,9032896040 PROCESS CONTROL INSTRUMENTS AND APPARATUS FOR TEMPERATURE CONTROL
06,9032896050 PROCESS CONTROL INSTRUMENTS AND APPARATUS FOR PRESSURE DRAFT CONTROL
06,9032896060 PROCESS CONTROL INSTRUMENTS AND APPARATUS FOR FLOW AND LIQUID LEVEL CONTROL
06,9032896070 PROCESS CONTROL INSTRUMENTS AND APPARATUS FOR HUMIDITY CONTROL
06,"9032896075 PROCESS CONTROL INSTRUMENTS AND APPARATUS, NESOI"
07,"3818000000 CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS  WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS"
07,8544700000 INSULATED OPTICAL FIBER CABLES WITH INDIVIDUALLY SHEATHED FIBERS
07,"9001100000 OPTICAL FIBERS, OPTICAL FIBER BUNDLES AND CABLES EXCEPT HEADING 8544"
08,"8411114010 TURBOJET AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A THRUST NOT EXCEEDING 25 KN"
08,"8411114050 TURBOJET AIRCRAFT TURBINES (ENGINES) OTHER THAN FOR CIVIL AIRCRAFT, OF A THRUST NOT EXCEEDING 25 KN"
08,"8411124010 TURBOJET AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A THRUST EXCEEDING 25 KN"
08,"8411124050 TURBOJET AIRCRAFT TURBINES (ENGINES) OTHER THAN FOR CIVIL AIRCRAFT, OF A THRUST EXCEEDING 25 KN"
08,"8411214010 TURBOPROPELLER AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A POWER NOT EXCEEDING 1100 KW"
08,"8411214050 TURBOPROPELLER AIRCRAFT TURBINES (ENGINES) OTHER THAN FOR CIVIL AIRCRAFT, OF A POWER NOT EXCEEDING 1100 KW"
08,"8411224010 TURBOPROPELLER AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A POWER EXCEEDING 1100 KW"
08,"8411224050 TURBOPROPELLER AIRCRAFT TURBINES (ENGINES) OTHER THAN FOR USE IN CIVIL AIRCRAFT, OF A POWER EXCEEDING 1100 KW"
08,"8411814010 AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A POWER NOT EXCEEDING 5000 KW"
08,"8411814050 AIRCRAFT TURBINES (ENGINES), EXCEPT FOR USE IN CIVIL AIRCRAFT, OF A POWER NOT EXCEEDING 5000 KW"
08,"8411824010 AIRCRAFT TURBINES (ENGINES) FOR USE IN CIVIL AIRCRAFT, OF A POWER EXCEEDING 5000 KW"
08,"8411824050 AIRCRAFT TURBINES (ENGINES), EXCEPT FOR USE IN CIVIL AIRCRAFT, OF A POWER EXCEEDING 5000 KW"
08,8411917010 PARTS OF TURBOJETS AND TURBOPROPELLER AIRCRAFT ENGINES FOR USE IN CIVIL AIRCRAFT
08,"8411917050 PARTS OF TURBOJET AND TURBOPROPELLER AIRCRAFT ENGINES, OTHER THAN FOR USE IN CIVIL AIRCRAFT"
08,8411997010 PARTS OF GAS TURBINE AIRCRAFT ENGINES FOR USE IN CIVIL AIRCRAFT
08,"8411997050 PARTS OF GAS TURBINE AIRCRAFT ENGINES, OTHER THAN FOR USE IN CIVIL AIRCRAFT"
08,8412100010 MISSILE AND ROCKET REACTION ENGINES
08,"8800000000 CIVILIAN AIRCRAFT, ENGINES, EQUIPMENT, AND PARTS"
08,"8802110115 NEW HELICOPTERS, MILITARY, OF AN UNLADEN WEIGHT NOT EXCEEDING 2,000 KG"
08,"8802110130 NEW HELICOPTERS, NON-MILITARY, OF AN UNLADEN WEIGHT NOT EXCEEDING 998 KG"
08,"8802110145 NEW HELICOPTERS, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 998 KG BUT NOT EXCEEDING 2000 KG"
08,"8802120120 NEW HELICOPTERS, MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG"
08,"8802120140 NEW HELICOPTERS, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG"
08,"8802200120 NEW AIRPLANES, MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG"
08,"8802200130 NEW MILITARY AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG, NESOI"
08,"8802200140 NEW SINGLE ENGINE AIRPLANES, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG"
08,"8802200150 NEW MULTIPLE ENGINE AIRPLANES, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG"
08,"8802200160 NEW AIRCRAFT, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG, NESOI"
08,"8802300110 NEW MILITARY AIRCRAFT FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG"
